Num,Mark,Date,Month,Year,Run,Sector,Length,Weight,Age,Cohort,Sex,adc,Tag_loss,Adip,Comment,yob,yob_cor,Cohort_cor,Age_cor,Mark_cor
681,2557,9/10/12,9,2012,1,1,135,22.2,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2557
566,2558,9/10/12,9,2012,1,1,124,18.4,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2558
568,2559,9/10/12,9,2012,1,1,137,27.9,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2559
659,2563,9/10/12,9,2012,1,1,117,14.9,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2563
619,2566,9/10/12,9,2012,1,1,134,22.6,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2566
575,2575,9/10/12,9,2012,1,1,145,27.9,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2575
793,2575,9/18/13,9,2013,1,1,174,48.6,2,C11,NA,NA,NA,NA,NA,2011,2011,C11,2,2575
624,2576,9/10/12,9,2012,1,1,125,18.8,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2576
642,2579,9/10/12,9,2012,1,1,153,34,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2579
644,2581,9/10/12,9,2012,1,1,144,31.9,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2581
649,2583,9/10/12,9,2012,1,1,135,24.1,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2583
572,2584,9/10/12,9,2012,1,1,136,24.8,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2584
794,2584,9/18/13,9,2013,1,1,172,45.3,2,C11,NA,NA,NA,NA,NA,2011,2011,C11,2,2584
648,2587,9/10/12,9,2012,1,1,124,18.2,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2587
586,2589,9/10/12,9,2012,1,1,152,37,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2589
606,2590,9/10/12,9,2012,1,1,138,25.6,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2590
667,2592,9/10/12,9,2012,1,1,134,22.9,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2592
700,2594,9/10/12,9,2012,2,1,150,32.8,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2594
705,2595,9/10/12,9,2012,2,1,133,22.2,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2595
653,2596,9/10/12,9,2012,1,1,154,34.1,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2596
626,2597,9/10/12,9,2012,1,1,136,23.7,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2597
650,2598,9/10/12,9,2012,1,1,132,20.5,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2598
655,2599,9/10/12,9,2012,1,1,117,15,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2599
856,2599,9/2/14,9,2014,1,1,175,57.1,3,C11,NA,NA,NA,NA,NA,2011,2011,C11,3,2599
552,2600,9/10/12,9,2012,1,1,151,32.8,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2600
613,2601,9/10/12,9,2012,1,1,140,25.4,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2601
605,2602,9/10/12,9,2012,1,1,141,26,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2602
610,2604,9/10/12,9,2012,1,1,127,19.6,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2604
640,2605,9/10/12,9,2012,1,1,136,23.7,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2605
589,2606,9/10/12,9,2012,1,1,142,27.1,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2606
665,2607,9/10/12,9,2012,1,1,149,31.8,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2607
666,2608,9/10/12,9,2012,1,1,134,22.7,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2608
632,2610,9/10/12,9,2012,1,1,146,30.1,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2610
840,2610,9/2/14,9,2014,1,1,213,101.2,3,C11,NA,NA,NA,NA,NA,2011,2011,C11,3,2610
596,2611,9/10/12,9,2012,1,1,121,16.6,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2611
557,2612,9/10/12,9,2012,1,1,194,74.1,2,C10,NA,NA,NA,NA,NA,2010,2010,C10,2,2612
815,2612,9/2/14,9,2014,1,1,245,148.4,4,C10,NA,NA,NA,NA,NA,2010,2010,C10,4,2612
553,2613,9/10/12,9,2012,1,1,271,194.3,4,C08,NA,NA,NA,NA,NA,2008,2008,C08,4,2613
819,2613,9/2/14,9,2014,1,1,301,284.9,6,C08,NA,NA,NA,NA,NA,2008,2008,C08,6,2613
635,2614,9/10/12,9,2012,1,1,128,19.9,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2614
630,2616,9/10/12,9,2012,1,1,132,22.4,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2616
633,2617,9/10/12,9,2012,1,1,143,28.4,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2617
556,2618,9/10/12,9,2012,1,1,126,19.2,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2618
820,2618,9/2/14,9,2014,1,1,204,79.4,3,C11,NA,NA,NA,NA,NA,2011,2011,C11,3,2618
631,2624,9/10/12,9,2012,1,1,141,26.3,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2624
639,2625,9/10/12,9,2012,1,1,119,16.2,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2625
628,2626,9/10/12,9,2012,1,1,147,31.4,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2626
590,2627,9/10/12,9,2012,1,1,196,77.7,2,C10,NA,1,NA,NA,NA,2010,2010,C10,2,2627
574,2628,9/10/12,9,2012,1,1,130,20.9,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2628
689,2631,9/10/12,9,2012,1,1,117,14.8,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2631
684,2634,9/10/12,9,2012,1,1,140,24.1,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2634
679,2639,9/10/12,9,2012,1,1,145,27.2,1,C11,NA,1,NA,NA,NA,2011,2011,C11,1,2639
636,2651,9/10/12,9,2012,1,1,119,15.6,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2651
791,2651,9/18/13,9,2013,1,1,150,30.1,2,C11,NA,NA,NA,NA,NA,2011,2011,C11,2,2651
866,2651,9/2/14,9,2014,1,1,186,59,3,C11,NA,NA,NA,NA,NA,2011,2011,C11,3,2651
692,2654,9/10/12,9,2012,2,1,136,23.1,1,C11,NA,NA,NA,NA,NA,2011,2011,C11,1,2654
836,2654,9/2/14,9,2014,1,1,210,99.8,3,C11,NA,NA,NA,NA,NA,2011,2011,C11,3,2654
17,3030,9/13/06,9,2006,1,1,199,74.4,3,C03,NA,1,NA,NA,NA,2003,2003,C03,3,3030
155,3030,9/10/07,9,2007,2,1,214,95.6,4,C03,NA,NA,NA,NA,NA,2003,2003,C03,4,3030
50,3031,9/13/06,9,2006,1,1,194,75.2,3,C03,NA,1,NA,NA,NA,2003,2003,C03,3,3031
131,3031,9/10/07,9,2007,1,1,215,92.9,4,C03,NA,NA,NA,NA,NA,2003,2003,C03,4,3031
237,12819,9/15/08,9,2008,1,1,236,126.2,4,C04,NA,1,1,NA,NA,2004,2003,C03,5,3031
332,12819,9/9/09,9,2009,1,1,255,165,5,C04,NA,NA,NA,NA,NA,2004,2003,C03,6,3031
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_066,NA,NA,2001,C01,2,3032
33,3032,9/13/06,9,2006,1,1,263,186.1,5,C01,NA,1,NA,NA,NA,2001,2001,C01,5,3032
100,3032,9/10/07,9,2007,1,1,261,176.7,6,C01,NA,NA,NA,NA,NA,2001,2001,C01,6,3032
266,3032,9/15/08,9,2008,2,1,262,160.4,7,C01,NA,NA,NA,NA,NA,2001,2001,C01,7,3032
41,3033,9/13/06,9,2006,1,1,152,35.8,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,3033
159,3033,9/10/07,9,2007,2,1,181,59.9,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,3033
193,3033,9/15/08,9,2008,1,1,222,109.3,4,C04,NA,NA,NA,NA,NA,2004,2004,C04,4,3033
329,3033,9/9/09,9,2009,1,1,231,128,5,C04,NA,NA,NA,NA,NA,2004,2004,C04,5,3033
27,3034,9/13/06,9,2006,1,1,125,18.1,1,C05,NA,NA,NA,NA,NA,2005,2005,C05,1,3034
78,3034,9/10/07,9,2007,1,1,156,36.1,2,C05,NA,NA,NA,NA,NA,2005,2005,C05,2,3034
32,3035,9/13/06,9,2006,1,1,216,97.2,3,C03,NA,1,NA,NA,NA,2003,2003,C03,3,3035
103,3035,9/10/07,9,2007,1,1,232,119.7,4,C03,NA,NA,NA,NA,NA,2003,2003,C03,4,3035
244,3035,9/15/08,9,2008,1,1,262,177.9,5,C03,NA,NA,NA,NA,NA,2003,2003,C03,5,3035
11,3036,9/13/06,9,2006,1,1,156,38.4,2,C04,NA,NA,NA,NA,NA,2004,2004,C04,2,3036
130,3036,9/10/07,9,2007,1,1,185,63.9,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,3036
242,3036,9/15/08,9,2008,1,1,197,75.7,4,C04,NA,NA,NA,NA,NA,2004,2004,C04,4,3036
327,3036,9/9/09,9,2009,1,1,223,121,5,C04,NA,NA,NA,NA,NA,2004,2004,C04,5,3036
24,3038,9/13/06,9,2006,1,1,119,17.1,1,C05,NA,NA,NA,NA,NA,2005,2005,C05,1,3038
54,3052,9/13/06,9,2006,1,1,140,26.5,2,C04,NA,NA,NA,NA,NA,2004,2004,C04,2,3052
5,3054,9/13/06,9,2006,1,1,151,32.6,1,C05,NA,1,NA,NA,NA,2005,2005,C05,1,3054
174,3054,9/15/08,9,2008,1,1,224,113.6,3,C05,NA,NA,NA,NA,NA,2005,2005,C05,3,3054
56,3055,9/13/06,9,2006,1,1,119,16,1,C05,NA,NA,NA,NA,NA,2005,2005,C05,1,3055
115,3055,9/10/07,9,2007,1,1,151,30.1,2,C05,NA,NA,NA,NA,NA,2005,2005,C05,2,3055
16,3056,9/13/06,9,2006,1,1,206,88.8,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,3056
121,3056,9/10/07,9,2007,1,1,217,100.9,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,3056
201,3056,9/15/08,9,2008,1,1,237,142.4,4,C04,NA,NA,NA,NA,NA,2004,2004,C04,4,3056
295,3056,9/9/09,9,2009,1,1,243,142,5,C04,NA,NA,NA,NA,NA,2004,2004,C04,5,3056
6,3057,9/13/06,9,2006,1,1,185,63.6,2,C04,NA,1,NA,NA,NA,2004,2004,C04,2,3057
68,3057,9/10/07,9,2007,1,1,222,105,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,3057
26,3060,9/13/06,9,2006,1,1,115,15,1,C05,NA,NA,NA,NA,NA,2005,2005,C05,1,3060
7,3066,9/13/06,9,2006,1,1,147,28.7,1,C05,NA,1,NA,NA,NA,2005,2005,C05,1,3066
13,3067,9/13/06,9,2006,1,1,141,29.7,1,C05,NA,1,NA,NA,NA,2005,2005,C05,1,3067
40,783,9/13/06,9,2006,1,1,222,111.1,4,C02,NA,1,NA,NA,NA,2002,2002,C02,4,783
157,783,9/10/07,9,2007,2,1,232,125.4,5,C02,NA,NA,NA,NA,NA,2002,2002,C02,5,783
61,7999,9/13/06,9,2006,2,1,184,59,2,C04,NA,NA,NA,NA,NA,2004,2004,C04,2,7999
106,7999,9/10/07,9,2007,1,1,206,83.8,3,C04,NA,NA,NA,NA,NA,2004,2004,C04,3,7999
240,7999,9/15/08,9,2008,1,1,227,115.4,4,C04,NA,NA,NA,NA,NA,2004,2004,C04,4,7999
4,842,9/13/06,9,2006,1,1,234,121.2,3,C03,NA,1,NA,NA,NA,2003,2003,C03,3,842
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_001,NA,NA,NA,U,NA,T_092003_001
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_002,NA,NA,NA,U,NA,T_092003_002
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_004,NA,NA,NA,U,NA,T_092003_004
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_006,NA,NA,NA,U,NA,T_092003_006
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_007,NA,NA,NA,U,NA,T_092003_007
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_008,NA,NA,NA,U,NA,T_092003_008
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_009,NA,NA,NA,U,NA,T_092003_009
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_010,NA,NA,NA,U,NA,T_092003_010
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_011,NA,NA,NA,U,NA,T_092003_011
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_012,NA,NA,NA,U,NA,T_092003_012
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_014,NA,NA,NA,U,NA,T_092003_014
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_015,NA,NA,NA,U,NA,T_092003_015
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_016,NA,NA,NA,U,NA,T_092003_016
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_017,NA,NA,NA,U,NA,T_092003_017
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_018,NA,NA,NA,U,NA,T_092003_018
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_019,NA,NA,NA,U,NA,T_092003_019
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_020,NA,NA,NA,U,NA,T_092003_020
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_021,NA,NA,NA,U,NA,T_092003_021
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_022,NA,NA,NA,U,NA,T_092003_022
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_023,NA,NA,NA,U,NA,T_092003_023
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_024,NA,NA,NA,U,NA,T_092003_024
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_025,NA,NA,NA,U,NA,T_092003_025
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_026,NA,NA,NA,U,NA,T_092003_026
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_027,NA,NA,NA,U,NA,T_092003_027
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_028,NA,NA,NA,U,NA,T_092003_028
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_029,NA,NA,NA,U,NA,T_092003_029
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_031,NA,NA,NA,U,NA,T_092003_031
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_032,NA,NA,NA,U,NA,T_092003_032
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_033,NA,NA,NA,U,NA,T_092003_033
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_035,NA,NA,NA,U,NA,T_092003_035
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_036,NA,NA,NA,U,NA,T_092003_036
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_037,NA,NA,NA,U,NA,T_092003_037
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_038,NA,NA,NA,U,NA,T_092003_038
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_039,NA,NA,NA,U,NA,T_092003_039
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_040,NA,NA,NA,U,NA,T_092003_040
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_041,NA,NA,NA,U,NA,T_092003_041
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_042,NA,NA,NA,U,NA,T_092003_042
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_043,NA,NA,NA,U,NA,T_092003_043
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_044,NA,NA,NA,U,NA,T_092003_044
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_045,NA,NA,NA,U,NA,T_092003_045
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_046,NA,NA,NA,U,NA,T_092003_046
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_047,NA,NA,NA,U,NA,T_092003_047
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_048,NA,NA,NA,U,NA,T_092003_048
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_049,NA,NA,NA,U,NA,T_092003_049
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_050,NA,NA,NA,U,NA,T_092003_050
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_051,NA,NA,NA,U,NA,T_092003_051
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_052,NA,NA,NA,U,NA,T_092003_052
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_053,NA,NA,NA,U,NA,T_092003_053
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_054,NA,NA,NA,U,NA,T_092003_054
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_055,NA,NA,NA,U,NA,T_092003_055
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_057,NA,NA,NA,U,NA,T_092003_057
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_058,NA,NA,NA,U,NA,T_092003_058
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_059,NA,NA,NA,U,NA,T_092003_059
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_060,NA,NA,NA,U,NA,T_092003_060
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_061,NA,NA,NA,U,NA,T_092003_061
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_063,NA,NA,NA,U,NA,T_092003_063
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_064,NA,NA,NA,U,NA,T_092003_064
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_065,NA,NA,NA,U,NA,T_092003_065
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_067,NA,NA,NA,U,NA,T_092003_067
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_068,NA,NA,NA,U,NA,T_092003_068
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_069,NA,NA,NA,U,NA,T_092003_069
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_070,NA,NA,NA,U,NA,T_092003_070
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_071,NA,NA,NA,U,NA,T_092003_071
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_072,NA,NA,NA,U,NA,T_092003_072
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_073,NA,NA,NA,U,NA,T_092003_073
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_074,NA,NA,NA,U,NA,T_092003_074
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_075,NA,NA,NA,U,NA,T_092003_075
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_076,NA,NA,NA,U,NA,T_092003_076
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_077,NA,NA,NA,U,NA,T_092003_077
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_078,NA,NA,NA,U,NA,T_092003_078
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_079,NA,NA,NA,U,NA,T_092003_079
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_056,NA,NA,NA,U,NA,T_092003_079
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_081,NA,NA,NA,U,NA,T_092003_081
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_082,NA,NA,NA,U,NA,T_092003_082
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_083,NA,NA,NA,U,NA,T_092003_083
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_084,NA,NA,NA,U,NA,T_092003_084
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_085,NA,NA,NA,U,NA,T_092003_085
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_087,NA,NA,NA,U,NA,T_092003_087
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_088,NA,NA,NA,U,NA,T_092003_088
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_089,NA,NA,NA,U,NA,T_092003_089
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_090,NA,NA,NA,U,NA,T_092003_090
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_091,NA,NA,NA,U,NA,T_092003_091
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_092,NA,NA,NA,U,NA,T_092003_092
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_093,NA,NA,NA,U,NA,T_092003_093
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_094,NA,NA,NA,U,NA,T_092003_094
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_095,NA,NA,NA,U,NA,T_092003_095
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_096,NA,NA,NA,U,NA,T_092003_096
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_097,NA,NA,NA,U,NA,T_092003_097
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_098,NA,NA,NA,U,NA,T_092003_098
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_099,NA,NA,NA,U,NA,T_092003_099
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_100,NA,NA,NA,U,NA,T_092003_100
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_101,NA,NA,NA,U,NA,T_092003_101
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_102,NA,NA,NA,U,NA,T_092003_102
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_103,NA,NA,NA,U,NA,T_092003_103
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_105,NA,NA,NA,U,NA,T_092003_105
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_106,NA,NA,NA,U,NA,T_092003_106
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_107,NA,NA,NA,U,NA,T_092003_107
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_108,NA,NA,NA,U,NA,T_092003_108
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_109,NA,NA,NA,U,NA,T_092003_109
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_110,NA,NA,NA,U,NA,T_092003_110
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_111,NA,NA,NA,U,NA,T_092003_111
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_112,NA,NA,NA,U,NA,T_092003_112
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_113,NA,NA,NA,U,NA,T_092003_113
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_114,NA,NA,NA,U,NA,T_092003_114
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_115,NA,NA,NA,U,NA,T_092003_115
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_116,NA,NA,NA,U,NA,T_092003_116
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_117,NA,NA,NA,U,NA,T_092003_117
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_118,NA,NA,NA,U,NA,T_092003_118
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_119,NA,NA,NA,U,NA,T_092003_119
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_120,NA,NA,NA,U,NA,T_092003_120
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_121,NA,NA,NA,U,NA,T_092003_121
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_122,NA,NA,NA,U,NA,T_092003_122
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_123,NA,NA,NA,U,NA,T_092003_123
NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,U,NA,NA,NA,T_092003_124,NA,NA,NA,U,NA,T_092003_124
