Num,Mark,Date,Year,Month,Run,Sector,Length,Weight,Age,Cohort,Sex,adc,Tag_loss,Adip,yob,yob_cor,Cohort_cor,Age_cor,Mark_cor
225,17442,9/15/10,2010,9,1,2,175,45,1,C09,NA,1,NA,NA,2009,2009,C09,1,17442
228,17443,9/15/10,2010,9,1,2,174,48,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17443
258,17444,9/15/10,2010,9,1,2,172,36,1,C09,NA,1,NA,NA,2009,2009,C09,1,17444
254,17446,9/15/10,2010,9,1,2,202,78,1,C09,NA,1,NA,NA,2009,2009,C09,1,17446
239,17447,9/15/10,2010,9,1,2,143,29,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17447
256,17448,9/15/10,2010,9,1,2,177,51,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17448
315,17448,9/15/11,2011,9,1,2,237,134,2,C09,NA,NA,NA,NA,2009,2009,C09,2,17448
240,17449,9/15/10,2010,9,1,2,161,40,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17449
255,17454,9/15/10,2010,9,1,2,182,54,1,C09,NA,1,NA,NA,2009,2009,C09,1,17454
309,17454,9/15/11,2011,9,1,2,232,115,2,C09,NA,NA,NA,NA,2009,2009,C09,2,17454
238,17455,9/15/10,2010,9,1,2,147,30,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17455
373,17455,9/18/12,2012,9,1,2,244,133.4,3,C09,NA,NA,NA,NA,2009,2009,C09,3,17455
223,17457,9/15/10,2010,9,1,2,336,321,4,C06,NA,NA,NA,NA,2006,2006,C06,4,17457
231,17460,9/15/10,2010,9,1,2,165,46,1,C09,NA,1,NA,NA,2009,2009,C09,1,17460
222,17463,9/15/10,2010,9,1,2,169,43,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17463
279,17463,9/15/11,2011,9,1,2,239,120,2,C09,NA,NA,NA,NA,2009,2009,C09,2,17463
370,17463,9/18/12,2012,9,1,2,270,182.4,3,C09,NA,NA,NA,NA,2009,2009,C09,3,17463
230,17469,9/15/10,2010,9,1,2,180,56,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17469
234,17470,9/15/10,2010,9,1,2,161,38,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17470
236,17471,9/15/10,2010,9,1,2,161,42,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17471
224,17472,9/15/10,2010,9,1,2,172,49,1,C09,NA,1,NA,NA,2009,2009,C09,1,17472
237,17473,9/15/10,2010,9,1,2,140,24,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17473
283,17473,9/15/11,2011,9,1,2,205,83,2,C09,NA,NA,NA,NA,2009,2009,C09,2,17473
229,17476,9/15/10,2010,9,1,2,227,115,2,C08,NA,NA,NA,NA,2008,2008,C08,2,17476
226,17491,9/15/10,2010,9,1,2,196,72,1,C09,NA,NA,NA,NA,2009,2009,C09,1,17491
221,17494,9/15/10,2010,9,1,2,181,55,1,C09,NA,1,NA,NA,2009,2009,C09,1,17494
185,17812,9/11/09,2009,9,1,2,194,70,1,C08,NA,NA,NA,NA,2008,2008,C08,1,17812
184,17822,9/11/09,2009,9,1,2,206,80,1,C08,NA,1,NA,NA,2008,2008,C08,1,17822
183,17823,9/11/09,2009,9,1,2,233,119,2,C07,NA,NA,NA,NA,2007,2007,C07,2,17823
241,17823,9/15/10,2010,9,1,2,287,218,3,C07,NA,NA,NA,NA,2007,2007,C07,3,17823
217,17831,9/11/09,2009,9,2,2,308,277,3,C06,NA,NA,NA,NA,2006,2006,C06,3,17831
269,17831,9/15/10,2010,9,2,2,335,283,4,C06,NA,NA,NA,NA,2006,2006,C06,4,17831
177,17882,9/11/09,2009,9,1,2,233,120,2,C07,NA,NA,NA,NA,2007,2007,C07,2,17882
182,17933,9/11/09,2009,9,1,2,212,90,1,C08,NA,NA,NA,NA,2008,2008,C08,1,17933
179,17983,9/11/09,2009,9,1,2,185,60,1,C08,NA,NA,NA,NA,2008,2008,C08,1,17983
392,2701,9/18/12,2012,9,1,2,136,24.7,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2701
366,2710,9/18/12,2012,9,1,2,137,23.5,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2710
394,2715,9/18/12,2012,9,1,2,167,42.5,1,C11,NA,1,NA,NA,2011,2011,C11,1,2715
369,2726,9/18/12,2012,9,1,2,119,18.5,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2726
367,2743,9/18/12,2012,9,1,2,142,25,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2743
368,2746,9/18/12,2012,9,1,2,154,31.8,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2746
376,2747,9/18/12,2012,9,1,2,187,61.9,1,C11,NA,1,NA,NA,2011,2011,C11,1,2747
389,2748,9/18/12,2012,9,1,2,148,30.7,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2748
385,2798,9/18/12,2012,9,1,2,149,31.3,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2798
371,2809,9/18/12,2012,9,1,2,157,34.1,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2809
390,2845,9/18/12,2012,9,1,2,199,69.3,2,C10,NA,NA,NA,NA,2010,2010,C10,2,2845
365,2853,9/18/12,2012,9,1,2,131,22.1,1,C11,NA,1,NA,NA,2011,2011,C11,1,2853
391,2862,9/18/12,2012,9,1,2,160,39.1,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2862
381,2899,9/18/12,2012,9,1,2,174,49.2,1,C11,NA,NA,NA,NA,2011,2011,C11,1,2899
443,11497,9/12/13,2013,9,1,2,242,134,2,C11,NA,NA,NA,813,2011,2011,C11,2,11497
444,12421,9/12/13,2013,9,1,2,255,158.2,3,C10,NA,NA,NA,814,2010,2010,C10,3,12421
445,12409,9/12/13,2013,9,1,2,219,110.9,2,C11,NA,NA,NA,815,2011,2011,C11,2,12409
446,12416,9/12/13,2013,9,1,2,167,47.5,1,C12,NA,1,NA,816,2012,2012,C12,1,12416
447,12419,9/12/13,2013,9,1,2,164,45.3,1,C12,NA,NA,NA,817,2012,2012,C12,1,12419
448,12436,9/12/13,2013,9,1,2,165,43.9,1,C12,NA,1,NA,818,2012,2012,C12,1,12436
449,12404,9/12/13,2013,9,1,2,154,34.7,1,C12,NA,NA,NA,819,2012,2012,C12,1,12404
450,NA,9/12/13,2013,9,1,2,95,8.2,0,C13,NA,NA,NA,820,2013,2013,C13,0,820
451,NA,9/12/13,2013,9,1,2,85,5.7,0,C13,NA,NA,NA,821,2013,2013,C13,0,821
452,NA,9/12/13,2013,9,1,2,85,5.8,0,C13,NA,NA,NA,822,2013,2013,C13,0,822
453,2862,9/12/13,2013,9,1,2,212,92.4,2,C11,NA,NA,NA,823,2011,2011,C11,2,2862
454,12400,9/12/13,2013,9,1,2,207,84,2,C11,NA,NA,NA,824,2011,2011,C11,2,12400
455,11479,9/12/13,2013,9,1,2,225,107.3,2,C11,NA,NA,NA,825,2011,2011,C11,2,11479
456,12406,9/12/13,2013,9,1,2,254,173.3,2,C11,NA,NA,NA,826,2011,2011,C11,2,12406
457,11474,9/12/13,2013,9,1,2,225,106.9,2,C11,NA,NA,NA,827,2011,2011,C11,2,11474
458,12401,9/12/13,2013,9,1,2,166,45.3,1,C12,NA,NA,NA,828,2012,2012,C12,1,12401
459,17064,9/12/13,2013,9,1,2,225,114.3,3,C10,NA,NA,NA,829,2010,2010,C10,3,17064
460,NA,9/12/13,2013,9,1,2,79,4.4,0,C13,NA,NA,NA,830,2013,2013,C13,0,830
461,NA,9/12/13,2013,9,1,2,90,6.8,0,C13,NA,NA,NA,831,2013,2013,C13,0,831
462,12403,9/12/13,2013,9,2,2,175,52.5,1,C12,NA,NA,NA,832,2012,2012,C12,1,12403
463,NA,9/12/13,2013,9,2,2,89,6.5,0,C13,NA,NA,NA,833,2013,2013,C13,0,833
464,12408,9/12/13,2013,9,2,2,236,134.3,3,C10,NA,1,NA,834,2010,2010,C10,3,12408
10,NA,9/14/06,2006,9,1,2,58,1.6,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
11,NA,9/14/06,2006,9,1,2,76,4.2,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
12,NA,9/14/06,2006,9,1,2,66,3,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
13,NA,9/14/06,2006,9,1,2,73,3.9,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
14,NA,9/14/06,2006,9,1,2,85,5.9,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
15,NA,9/14/06,2006,9,1,2,68,2.7,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
16,NA,9/14/06,2006,9,1,2,66,2.6,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
17,NA,9/14/06,2006,9,1,2,71,3.1,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
28,NA,9/14/06,2006,9,1,2,65,2.1,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
29,NA,9/14/06,2006,9,1,2,71,3,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
30,NA,9/14/06,2006,9,1,2,59,1.9,0,C06,NA,NA,NA,Y2249,2006,2006,C06,0,Y2249
31,NA,9/14/06,2006,9,1,2,78,4,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
32,NA,9/14/06,2006,9,1,2,67,2.8,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
33,NA,9/14/06,2006,9,1,2,58,1.8,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
34,NA,9/14/06,2006,9,1,2,75,3.8,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
67,NA,9/14/06,2006,9,1,2,71,3.2,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
68,NA,9/14/06,2006,9,1,2,77,4.2,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
69,NA,9/14/06,2006,9,1,2,60,1.9,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
70,NA,9/14/06,2006,9,1,2,70,3.3,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
80,NA,9/14/06,2006,9,2,2,77,4.4,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
81,NA,9/14/06,2006,9,2,2,70,3.1,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
82,NA,9/14/06,2006,9,2,2,64,2.3,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
83,NA,9/14/06,2006,9,2,2,58,1.8,0,C06,NA,NA,NA,Y2250,2006,2006,C06,0,Y2250
100,NA,9/12/07,2007,9,1,2,70,3.7,0,C07,NA,NA,NA,Y2538,2007,2007,C07,0,Y2538
101,NA,9/12/07,2007,9,1,2,76,3.9,0,C07,NA,NA,NA,Y2538,2007,2007,C07,0,Y2538
102,NA,9/12/07,2007,9,1,2,72,3.4,0,C07,NA,NA,NA,Y2538,2007,2007,C07,0,Y2538
103,NA,9/12/07,2007,9,1,2,64,2.6,0,C07,NA,NA,NA,Y2538,2007,2007,C07,0,Y2538
104,NA,9/12/07,2007,9,1,2,75,3.9,0,C07,NA,NA,NA,Y2538,2007,2007,C07,0,Y2538
123,NA,9/12/07,2007,9,1,2,74,3.4,0,C07,NA,NA,NA,Y2538,2007,2007,C07,0,Y2538
124,NA,9/12/07,2007,9,1,2,97,8.9,0,C07,NA,NA,NA,Y2538,2007,2007,C07,0,Y2538
125,NA,9/12/07,2007,9,1,2,87,6,0,C07,NA,NA,NA,Y2538,2007,2007,C07,0,Y2538
126,NA,9/12/07,2007,9,1,2,73,3.5,0,C07,NA,NA,NA,Y2538,2007,2007,C07,0,Y2538
127,NA,9/12/07,2007,9,1,2,85,6,0,C07,NA,NA,NA,Y2539,2007,2007,C07,0,Y2539
128,NA,9/12/07,2007,9,1,2,82,4.9,0,C07,NA,NA,NA,Y2539,2007,2007,C07,0,Y2539
129,NA,9/12/07,2007,9,1,2,68,2.8,0,C07,NA,NA,NA,Y2539,2007,2007,C07,0,Y2539
130,NA,9/12/07,2007,9,1,2,79,4.7,0,C07,NA,NA,NA,Y2539,2007,2007,C07,0,Y2539
131,NA,9/12/07,2007,9,1,2,81,5.1,0,C07,NA,NA,NA,Y2539,2007,2007,C07,0,Y2539
132,NA,9/12/07,2007,9,1,2,83,5.5,0,C07,NA,NA,NA,Y2539,2007,2007,C07,0,Y2539
133,NA,9/12/07,2007,9,1,2,76,4,0,C07,NA,NA,NA,Y2539,2007,2007,C07,0,Y2539
134,NA,9/12/07,2007,9,1,2,75,3.8,0,C07,NA,NA,NA,Y2539,2007,2007,C07,0,Y2539
135,NA,9/12/07,2007,9,1,2,69,3.1,0,C07,NA,NA,NA,Y2539,2007,2007,C07,0,Y2539
136,NA,9/12/07,2007,9,1,2,86,5.9,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
137,NA,9/12/07,2007,9,1,2,93,7.4,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
138,NA,9/12/07,2007,9,1,2,84,5.4,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
139,NA,9/12/07,2007,9,1,2,79,4.7,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
140,NA,9/12/07,2007,9,1,2,83,5.5,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
141,NA,9/12/07,2007,9,1,2,76,4.1,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
142,NA,9/12/07,2007,9,1,2,73,3.4,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
143,NA,9/12/07,2007,9,1,2,66,2.4,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
144,NA,9/12/07,2007,9,1,2,76,4.3,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
145,NA,9/12/07,2007,9,1,2,75,3.9,0,C07,NA,NA,NA,Y2540,2007,2007,C07,0,Y2540
154,NA,9/12/07,2007,9,2,2,90,7,0,C07,NA,NA,NA,Y2541,2007,2007,C07,0,Y2541
155,NA,9/12/07,2007,9,2,2,81,5,0,C07,NA,NA,NA,Y2541,2007,2007,C07,0,Y2541
156,NA,9/12/07,2007,9,2,2,71,3.4,0,C07,NA,NA,NA,Y2541,2007,2007,C07,0,Y2541
157,NA,9/12/07,2007,9,2,2,76,4.2,0,C07,NA,NA,NA,Y2541,2007,2007,C07,0,Y2541
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_001,NA,NA,U,NA,Z_092003_001
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_002,NA,NA,U,NA,Z_092003_002
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_003,NA,NA,U,NA,Z_092003_003
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_004,NA,NA,U,NA,Z_092003_004
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_005,NA,NA,U,NA,Z_092003_005
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_006,NA,NA,U,NA,Z_092003_006
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_007,NA,NA,U,NA,Z_092003_007
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_009,NA,NA,U,NA,Z_092003_009
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_010,NA,NA,U,NA,Z_092003_010
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_012,NA,NA,U,NA,Z_092003_012
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_013,NA,NA,U,NA,Z_092003_013
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_014,NA,NA,U,NA,Z_092003_014
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_016,NA,NA,U,NA,Z_092003_016
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_017,NA,NA,U,NA,Z_092003_017
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_018,NA,NA,U,NA,Z_092003_018
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_019,NA,NA,U,NA,Z_092003_019
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_020,NA,NA,U,NA,Z_092003_020
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_021,NA,NA,U,NA,Z_092003_021
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_022,NA,NA,U,NA,Z_092003_022
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_023,NA,NA,U,NA,Z_092003_023
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_024,NA,NA,U,NA,Z_092003_024
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_025,NA,NA,U,NA,Z_092003_025
NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,Z_092003_026,NA,NA,U,NA,Z_092003_026
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_001,2012,2012,C12,NA,Z_092012_001
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_002,2012,2012,C12,NA,Z_092012_002
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_003,2012,2012,C12,NA,Z_092012_003
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_005,2012,2012,C12,NA,Z_092012_005
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_006,2012,2012,C12,NA,Z_092012_006
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_007,2012,2012,C12,NA,Z_092012_007
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_008,2012,2012,C12,NA,Z_092012_008
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_009,2012,2012,C12,NA,Z_092012_009
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_010,2012,2012,C12,NA,Z_092012_010
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_011,2012,2012,C12,NA,Z_092012_011
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_012,2012,2012,C12,NA,Z_092012_012
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_013,2012,2012,C12,NA,Z_092012_013
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_014,2012,2012,C12,NA,Z_092012_014
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_015,2012,2012,C12,NA,Z_092012_015
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_016,2012,2012,C12,NA,Z_092012_016
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_017,2012,2012,C12,NA,Z_092012_017
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_021,2012,2012,C12,NA,Z_092012_021
NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,C12,NA,NA,NA,Z_092012_022,2012,2012,C12,NA,Z_092012_022
372,NA,9/18/12,2012,9,1,2,78,4.1,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
375,NA,9/18/12,2012,9,1,2,85,5.7,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
377,NA,9/18/12,2012,9,1,2,75,3.7,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
379,NA,9/18/12,2012,9,1,2,76,4,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
380,NA,9/18/12,2012,9,1,2,74,3.6,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
382,NA,9/18/12,2012,9,1,2,85,5.4,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
383,NA,9/18/12,2012,9,1,2,69,3.1,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
384,NA,9/18/12,2012,9,1,2,73,3.2,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
386,NA,9/18/12,2012,9,1,2,78,4.4,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
387,NA,9/18/12,2012,9,1,2,87,5.7,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
388,NA,9/18/12,2012,9,1,2,71,3.1,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
405,NA,9/18/12,2012,9,1,2,80,4.8,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
407,NA,9/18/12,2012,9,1,2,81,5.7,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
408,NA,9/18/12,2012,9,1,2,72,3.1,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
410,NA,9/18/12,2012,9,1,2,75,3.9,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
412,NA,9/18/12,2012,9,1,2,83,5.3,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
427,NA,9/18/12,2012,9,1,2,85,4.5,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
428,NA,9/18/12,2012,9,1,2,78,4.4,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
429,NA,9/18/12,2012,9,1,2,81,4.4,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
430,NA,9/18/12,2012,9,1,2,82,4.9,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
431,NA,9/18/12,2012,9,1,2,72,4.5,0,C12,NA,NA,NA,bottle,2012,2012,C12,0,bottle
211,NA,9/11/09,2009,9,1,2,83,4.9,0,C09,NA,NA,NA,dead,2009,2009,C09,0,dead
212,NA,9/11/09,2009,9,1,2,85,5.7,0,C09,NA,NA,NA,dead,2009,2009,C09,0,dead
213,NA,9/11/09,2009,9,1,2,65,2.4,0,C09,NA,NA,NA,dead,2009,2009,C09,0,dead
248,NA,9/15/10,2010,9,1,2,90,6.6,0,C10,NA,NA,NA,dead,2010,2010,C10,0,dead
249,NA,9/15/10,2010,9,1,2,69,3.2,0,C10,NA,NA,NA,dead,2010,2010,C10,0,dead
327,NA,9/15/11,2011,9,1,2,154,34,1,C10,NA,1,NA,dead,2010,2010,C10,1,dead
166,12864,9/18/08,2008,9,1,2,310,222,8,C00,NA,NA,NA,snakelike,2000,2000,C00,8,snakelike
378,2787,9/18/12,2012,9,1,2,345,297.6,3,C09,NA,NA,NA,snakelike,2009,2009,C09,3,snakelike
404,11488,9/18/12,2012,9,1,2,322,264.3,3,C09,NA,1,1,snakelike,2009,2006,C06,6,snakelike
173,NA,9/18/08,2008,9,1,2,89,6.8,0,C08,NA,NA,NA,NA,2008,2008,C08,0,NA
174,NA,9/18/08,2008,9,1,2,94,8.9,0,C08,NA,NA,NA,NA,2008,2008,C08,0,NA
175,NA,9/18/08,2008,9,2,2,96,9.2,0,C08,NA,NA,NA,NA,2008,2008,C08,0,NA
176,NA,9/18/08,2008,9,2,2,81,5.2,0,C08,NA,NA,NA,NA,2008,2008,C08,0,NA
186,NA,9/11/09,2009,9,1,2,88,6.6,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
187,NA,9/11/09,2009,9,1,2,79,4.8,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
188,NA,9/11/09,2009,9,1,2,83,5.2,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
189,NA,9/11/09,2009,9,1,2,78,4.7,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
190,NA,9/11/09,2009,9,1,2,84,5.9,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
191,NA,9/11/09,2009,9,1,2,95,7.9,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
192,NA,9/11/09,2009,9,1,2,90,7.2,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
193,NA,9/11/09,2009,9,1,2,82,4.9,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
194,NA,9/11/09,2009,9,1,2,79,4.7,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
195,NA,9/11/09,2009,9,1,2,84,5.6,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
196,NA,9/11/09,2009,9,1,2,92,7,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
197,NA,9/11/09,2009,9,1,2,79,4.5,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
198,NA,9/11/09,2009,9,1,2,86,6.2,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
199,NA,9/11/09,2009,9,1,2,98,9.2,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
200,NA,9/11/09,2009,9,1,2,80,4.8,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
201,NA,9/11/09,2009,9,1,2,86,6.3,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
202,NA,9/11/09,2009,9,1,2,83,5.5,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
203,NA,9/11/09,2009,9,1,2,80,5,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
204,NA,9/11/09,2009,9,1,2,84,5.7,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
205,NA,9/11/09,2009,9,1,2,83,5.4,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
206,NA,9/11/09,2009,9,1,2,76,3.8,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
207,NA,9/11/09,2009,9,1,2,84,5.3,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
208,NA,9/11/09,2009,9,1,2,85,6,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
209,NA,9/11/09,2009,9,1,2,71,3.4,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
210,NA,9/11/09,2009,9,1,2,93,7.7,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
214,NA,9/11/09,2009,9,2,2,77,4.4,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
215,NA,9/11/09,2009,9,2,2,77,4.4,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
216,NA,9/11/09,2009,9,2,2,81,5.7,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
218,NA,9/11/09,2009,9,2,2,93,8.3,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
219,NA,9/11/09,2009,9,2,2,84,6,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
220,NA,9/11/09,2009,9,2,2,82,5.4,0,C09,NA,NA,NA,NA,2009,2009,C09,0,NA
242,NA,9/15/10,2010,9,1,2,87,6.3,0,C10,NA,NA,NA,NA,2010,2010,C10,0,NA
