Num,Mark,Date,Year,Month,Run,Sector,Length,Weight,Age,Cohort,Sex,adc,Tag_loss,Fin,Season
852,11703,2013-06-17,2013,6,2,C,208,85.7,2,C11,NA,NA,NA,126,Spring
853,12534,2013-06-17,2013,6,2,C,250,152.2,2,C11,NA,NA,NA,127,Spring
854,11439,2013-06-17,2013,6,1,D,262,177.2,2,C11,NA,1,NA,128,Spring
855,11775,2013-06-17,2013,6,1,D,206,83.8,2,C11,NA,NA,NA,129,Spring
856,11768,2013-06-17,2013,6,1,D,202,84.1,2,C11,NA,NA,NA,130,Spring
857,11717,2013-06-17,2013,6,1,D,192,68.6,2,C11,NA,NA,NA,131,Spring
858,11742,2013-06-17,2013,6,1,D,210,88.9,2,C11,NA,NA,NA,132,Spring
859,11737,2013-06-17,2013,6,1,D,200,74.7,2,C11,NA,NA,NA,133,Spring
860,2571,2013-06-17,2013,6,1,D,204,81.3,2,C11,NA,NA,NA,NA,Spring
861,11735,2013-06-17,2013,6,1,D,195,67.3,2,C11,NA,NA,NA,134,Spring
862,2858,2013-06-17,2013,6,1,D,190,64.6,2,C11,NA,NA,NA,NA,Spring
863,11741,2013-06-17,2013,6,2,D,210,96.5,2,C11,NA,NA,NA,135,Spring
864,2569,2013-06-17,2013,6,1,E,246,168.4,2,C11,NA,NA,NA,136,Spring
865,2801,2013-06-17,2013,6,1,E,196,70.4,2,C11,NA,NA,NA,137,Spring
866,11435,2013-06-17,2013,6,1,E,182,54.2,2,C11,NA,1,NA,138,Spring
867,11767,2013-06-17,2013,6,1,E,230,121.8,2,C11,NA,NA,NA,139,Spring
868,11427,2013-06-17,2013,6,1,E,188,69.0,2,C11,NA,NA,NA,140,Spring
869,11723,2013-06-17,2013,6,1,E,227,122.5,2,C11,NA,NA,NA,141,Spring
870,11422,2013-06-17,2013,6,1,E,174,49.8,2,C11,NA,NA,NA,142,Spring
871,11755,2013-06-17,2013,6,1,E,203,74.4,2,C11,NA,NA,NA,143,Spring
872,11416,2013-06-17,2013,6,1,E,202,81.5,2,C11,NA,NA,NA,NA,Spring
873,2560,2013-06-17,2013,6,1,E,216,94.9,2,C11,NA,NA,NA,144,Spring
874,11759,2013-06-17,2013,6,1,E,226,113.3,2,C11,NA,NA,NA,145,Spring
875,11777,2013-06-17,2013,6,1,E,215,104.7,2,C11,NA,NA,NA,146,Spring
876,2859,2013-06-17,2013,6,1,E,206,78.8,2,C11,NA,NA,NA,147,Spring
877,2640,2013-06-17,2013,6,1,E,200,76.5,2,C11,NA,NA,NA,148,Spring
878,2821,2013-06-17,2013,6,1,E,181,53.6,2,C11,NA,NA,NA,149,Spring
879,11772,2013-06-17,2013,6,2,E,242,148.6,2,C11,NA,NA,NA,150,Spring
880,2863,2013-06-17,2013,6,2,E,218,99.5,2,C11,NA,NA,NA,151,Spring
881,11426,2013-06-17,2013,6,2,E,211,95.8,2,C11,NA,NA,NA,152,Spring
882,17247,2013-06-17,2013,6,1,2,280,226.7,3,C10,NA,NA,NA,153,Spring
883,11438,2013-06-17,2013,6,1,2,172,52.0,2,C11,NA,NA,NA,154,Spring
884,2872,2013-06-17,2013,6,1,2,227,115.2,2,C11,NA,NA,NA,155,Spring
885,11436,2013-06-17,2013,6,1,2,237,139.4,2,C11,NA,NA,NA,156,Spring
886,11734,2013-06-17,2013,6,1,2,201,72.4,2,C11,NA,NA,NA,157,Spring
887,11360,2013-06-17,2013,6,1,2,234,138.0,2,C11,NA,NA,NA,158,Spring
888,11698,2013-06-17,2013,6,1,2,291,236.8,3,C10,NA,NA,NA,159,Spring
889,11449,2013-06-17,2013,6,1,2,222,106.0,2,C11,NA,NA,NA,160,Spring
890,2840,2013-06-17,2013,6,1,2,245,142.2,2,C11,NA,NA,NA,161,Spring
891,11430,2013-06-17,2013,6,1,2,202,87.5,2,C11,NA,NA,NA,162,Spring
892,2852,2013-06-17,2013,6,1,2,221,114.3,2,C11,NA,NA,NA,163,Spring
893,11467,2013-06-17,2013,6,1,2,171,48.8,2,C11,NA,1,NA,164,Spring
894,11712,2013-06-17,2013,6,1,2,203,72.1,2,C11,NA,NA,NA,165,Spring
895,2826,2013-06-17,2013,6,1,2,215,94.1,2,C11,NA,NA,NA,166,Spring
896,2789,2013-06-17,2013,6,1,2,204,80.2,2,C11,NA,NA,NA,167,Spring
897,11423,2013-06-17,2013,6,2,2,163,39.3,2,C11,NA,NA,NA,168,Spring
898,2828,2013-06-17,2013,6,2,2,211,96.3,2,C11,NA,NA,NA,169,Spring
899,11420,2013-06-17,2013,6,2,2,190,71.5,2,C11,NA,NA,NA,170,Spring
900,11468,2013-06-17,2013,6,2,2,249,160.3,2,C11,NA,1,NA,171,Spring
901,16455,2013-09-14,2013,9,1,1,141,33.1,1,C12,NA,1,NA,949deforme,Autumn
902,12505,2013-09-14,2013,9,1,1,244,136.2,2,C11,NA,NA,NA,950,Autumn
903,12516,2013-09-14,2013,9,1,1,247,149.3,2,C11,NA,NA,NA,951,Autumn
904,2534,2013-09-14,2013,9,1,1,237,131.5,2,C11,NA,NA,NA,952,Autumn
905,11706,2013-09-14,2013,9,1,1,242,143.5,2,C11,NA,NA,NA,953,Autumn
906,12522,2013-09-14,2013,9,1,1,263,190.9,2,C11,NA,NA,NA,954,Autumn
907,11787,2013-09-14,2013,9,1,1,205,81.5,2,C11,NA,NA,NA,955,Autumn
908,11786,2013-09-14,2013,9,1,1,255,172.6,2,C11,NA,NA,NA,956,Autumn
909,2664,2013-09-14,2013,9,1,1,266,185.2,2,C11,NA,NA,NA,957,Autumn
910,11754,2013-09-14,2013,9,1,1,224,109.8,2,C11,NA,NA,NA,958,Autumn
911,12525,2013-09-14,2013,9,1,1,259,169.5,2,C11,NA,NA,NA,959,Autumn
912,11771,2013-09-14,2013,9,1,1,202,72.0,2,C11,NA,NA,NA,960,Autumn
913,11773,2013-09-14,2013,9,2,1,225,103.5,2,C11,NA,NA,NA,961,Autumn
914,11722,2013-09-14,2013,9,1,B,234,125.3,2,C11,NA,NA,NA,962,Autumn
915,11798,2013-09-14,2013,9,1,B,234,129.7,2,C11,NA,NA,NA,963,Autumn
916,12513,2013-09-14,2013,9,1,B,274,215.2,2,C11,NA,NA,NA,964,Autumn
917,12521,2013-09-14,2013,9,1,B,232,119.2,2,C11,NA,NA,NA,965,Autumn
918,12508,2013-09-14,2013,9,1,B,252,158.2,2,C11,NA,NA,NA,966,Autumn
919,12511,2013-09-14,2013,9,1,B,317,331.7,3,C10,NA,NA,NA,967,Autumn
920,11796,2013-09-14,2013,9,1,B,235,134.1,2,C11,NA,NA,NA,968,Autumn
921,11774,2013-09-14,2013,9,1,B,210,89.8,2,C11,NA,NA,NA,969,Autumn
922,12509,2013-09-14,2013,9,1,B,236,129.6,2,C11,NA,NA,NA,970,Autumn
923,12512,2013-09-14,2013,9,1,B,216,91.0,2,C11,NA,NA,NA,971,Autumn
924,2519,2013-09-14,2013,9,1,B,240,138.6,2,C11,NA,NA,NA,972,Autumn
926,2562,2013-09-14,2013,9,1,B,226,121.8,2,C11,NA,NA,NA,974,Autumn
927,NA,2013-09-14,2013,9,1,B,87,6.2,0,C13,NA,NA,NA,975 G1941,Autumn
928,11797,2013-09-14,2013,9,2,B,200,74.7,2,C11,NA,NA,NA,976,Autumn
929,11788,2013-09-14,2013,9,1,C,281,229.0,2,C11,NA,NA,NA,977,Autumn
930,11728,2013-09-14,2013,9,1,C,245,155.8,2,C11,NA,NA,NA,978,Autumn
931,11711,2013-09-14,2013,9,1,C,260,186.5,2,C11,NA,NA,NA,979,Autumn
932,11733,2013-09-14,2013,9,1,C,233,125.1,2,C11,NA,NA,NA,980,Autumn
933,11794,2013-09-14,2013,9,1,C,261,177.9,2,C11,NA,NA,NA,981,Autumn
934,11712,2013-09-14,2013,9,1,C,212,87.1,2,C11,NA,NA,NA,982,Autumn
935,12534,2013-09-14,2013,9,1,C,265,187.3,2,C11,NA,NA,NA,983,Autumn
936,11704,2013-09-14,2013,9,1,C,244,137.6,2,C11,NA,NA,NA,984,Autumn
937,11734,2013-09-14,2013,9,1,C,218,97.5,2,C11,NA,NA,NA,985,Autumn
938,12518,2013-09-14,2013,9,1,C,276,203.8,2,C11,NA,NA,NA,986,Autumn
939,11790,2013-09-14,2013,9,1,C,209,85.7,2,C11,NA,NA,NA,987,Autumn
940,11770,2013-09-14,2013,9,1,C,222,98.5,2,C11,NA,NA,NA,988,Autumn
941,11747,2013-09-14,2013,9,1,C,210,89.8,2,C11,NA,NA,NA,989,Autumn
942,2552,2013-09-14,2013,9,1,C,200,76.2,2,C11,NA,NA,NA,990,Autumn
943,2564,2013-09-14,2013,9,1,C,204,76.5,2,C11,NA,NA,NA,991,Autumn
944,11731,2013-09-14,2013,9,1,C,201,76.2,2,C11,NA,NA,NA,992,Autumn
945,11406,2013-09-14,2013,9,1,C,155,36.4,2,C11,NA,NA,NA,993,Autumn
946,2517,2013-09-14,2013,9,1,C,206,81.2,2,C11,NA,NA,NA,994,Autumn
947,NA,2013-09-14,2013,9,1,C,91,7.4,0,C13,NA,NA,NA,995(G1943),Autumn
948,NA,2013-09-14,2013,9,1,C,74,3.8,0,C13,NA,NA,NA,996(G2065),Autumn
949,NA,2013-09-14,2013,9,1,C,79,4.7,0,C13,NA,NA,NA,997(G1995),Autumn
950,NA,2013-09-14,2013,9,1,C,79,4.6,0,C13,NA,NA,NA,998(G1962),Autumn
951,NA,2013-09-14,2013,9,2,C,85,4.9,0,C13,NA,NA,NA,999(G2229),Autumn
952,NA,2013-09-14,2013,9,2,C,81,5.2,0,C13,NA,NA,NA,1000(G1792,Autumn
953,NA,2013-09-14,2013,9,2,C,77,4.3,0,C13,NA,NA,NA,1001(G2129,Autumn
954,NA,2013-09-14,2013,9,2,C,70,3.1,0,C13,NA,NA,NA,1002(G1760,Autumn
955,NA,2013-09-14,2013,9,2,C,78,5.4,0,C13,NA,NA,NA,1003(G1964,Autumn
956,NA,2013-09-14,2013,9,2,C,79,4.6,0,C13,NA,NA,NA,1004(G1957,Autumn
957,11439,2013-09-14,2013,9,1,D,266,183.1,2,C11,NA,NA,NA,1005,Autumn
958,11426,2013-09-14,2013,9,1,D,235,125.1,2,C11,NA,NA,NA,1006,Autumn
959,11780,2013-09-14,2013,9,1,D,222,111.2,2,C11,NA,NA,NA,1007,Autumn
960,2569,2013-09-14,2013,9,1,D,252,159.5,2,C11,NA,NA,NA,1008,Autumn
961,11416,2013-09-14,2013,9,1,D,235,125.1,2,C11,NA,NA,NA,1009,Autumn
962,16468,2013-09-14,2013,9,1,D,252,169.1,2,C11,NA,NA,NA,1010,Autumn
963,11775,2013-09-14,2013,9,1,D,218,100.7,2,C11,NA,NA,NA,1011,Autumn
964,11761,2013-09-14,2013,9,1,D,212,90.4,2,C11,NA,NA,NA,1012,Autumn
965,11742,2013-09-14,2013,9,1,D,226,106.7,2,C11,NA,NA,NA,1013,Autumn
966,2640,2013-09-14,2013,9,1,D,215,98.0,2,C11,NA,NA,NA,1014,Autumn
967,11710,2013-09-14,2013,9,1,D,238,118.1,2,C11,NA,NA,NA,1015,Autumn
968,11422,2013-09-14,2013,9,1,D,195,67.0,2,C11,NA,NA,NA,1016,Autumn
969,11755,2013-09-14,2013,9,1,D,222,101.7,2,C11,NA,NA,NA,1017,Autumn
970,11735,2013-09-14,2013,9,1,D,217,90.1,2,C11,NA,NA,NA,1018,Autumn
971,11759,2013-09-14,2013,9,1,D,255,163.5,2,C11,NA,NA,NA,1019,Autumn
972,11427,2013-09-14,2013,9,1,D,205,83.7,2,C11,NA,NA,NA,1020,Autumn
973,2571,2013-09-14,2013,9,1,D,216,92.5,2,C11,NA,NA,NA,1021,Autumn
974,NA,2013-09-14,2013,9,1,D,94,7.7,0,C13,NA,NA,NA,1022(G2142,Autumn
975,NA,2013-09-14,2013,9,2,D,81,5.0,0,C13,NA,NA,NA,1023(G2116,Autumn
976,11769,2013-09-14,2013,9,1,E,275,220.7,2,C11,NA,NA,NA,1024,Autumn
977,2560,2013-09-14,2013,9,1,E,240,125.8,2,C11,NA,NA,NA,1025,Autumn
978,11777,2013-09-14,2013,9,1,E,234,134.1,2,C11,NA,NA,NA,1026,Autumn
979,11723,2013-09-14,2013,9,1,E,250,160.8,2,C11,NA,NA,NA,1027,Autumn
980,11743,2013-09-14,2013,9,1,E,223,103.1,2,C11,NA,NA,NA,1028,Autumn
981,2859,2013-09-14,2013,9,1,E,218,91.8,2,C11,NA,NA,NA,1029,Autumn
982,11741,2013-09-14,2013,9,1,E,226,118.3,2,C11,NA,NA,NA,1030,Autumn
983,2858,2013-09-14,2013,9,1,E,211,85.9,2,C11,NA,NA,NA,1031,Autumn
984,2527,2013-09-14,2013,9,1,E,227,110.6,2,C11,NA,NA,NA,1032,Autumn
985,11703,2013-09-14,2013,9,1,E,227,112.0,2,C11,NA,NA,NA,1033,Autumn
986,2541,2013-09-14,2013,9,1,E,278,201.8,2,C11,NA,NA,NA,1034,Autumn
987,2863,2013-09-14,2013,9,1,E,236,130.3,2,C11,NA,NA,NA,1035,Autumn
988,2819,2013-09-14,2013,9,1,E,225,99.5,2,C11,NA,NA,NA,1036,Autumn
989,12507,2013-09-14,2013,9,1,E,233,110.8,2,C11,NA,NA,NA,1037,Autumn
990,2801,2013-09-14,2013,9,1,E,227,102.2,2,C11,NA,NA,NA,1038,Autumn
991,2869,2013-09-14,2013,9,1,E,198,68.3,2,C11,NA,NA,NA,1039,Autumn
992,11435,2013-09-14,2013,9,1,E,192,61.5,2,C11,NA,NA,NA,1040,Autumn
993,16401,2013-09-14,2013,9,1,E,199,68.8,2,C11,NA,NA,NA,1041,Autumn
994,2826,2013-09-14,2013,9,1,2,255,150.1,2,C11,NA,NA,NA,1042,Autumn
995,11468,2013-09-14,2013,9,1,2,291,204.8,2,C11,NA,NA,NA,1043,Autumn
996,11438,2013-09-14,2013,9,1,2,207,85.6,2,C11,NA,NA,NA,1044,Autumn
997,12542,2013-09-14,2013,9,1,2,250,143.1,2,C11,NA,NA,NA,1045,Autumn
998,11785,2013-09-14,2013,9,1,2,264,168.9,2,C11,NA,NA,NA,1046,Autumn
999,2866,2013-09-14,2013,9,1,2,296,258.7,2,C11,NA,NA,NA,1047,Autumn
1000,12502,2013-09-14,2013,9,1,2,261,171.9,2,C11,NA,NA,NA,1048,Autumn
1001,2789,2013-09-14,2013,9,1,2,225,111.5,2,C11,NA,NA,NA,1049,Autumn
1002,11772,2013-09-14,2013,9,1,2,265,168.3,2,C11,NA,NA,NA,1050,Autumn
1003,11423,2013-09-14,2013,9,1,2,187,59.4,2,C11,NA,NA,NA,1051,Autumn
1004,12520,2013-09-14,2013,9,1,2,244,146.8,2,C11,NA,NA,NA,1052,Autumn
1005,16466,2013-09-14,2013,9,1,2,226,107.4,2,C11,NA,NA,NA,1053,Autumn
1006,2821,2013-09-14,2013,9,1,2,191,59.8,2,C11,NA,NA,NA,1054,Autumn
1007,16477,2013-09-14,2013,9,1,2,231,114.8,2,C11,NA,NA,NA,1055,Autumn
1008,2852,2013-09-14,2013,9,2,2,264,173.2,2,C11,NA,NA,NA,1056,Autumn
1009,11467,2013-09-14,2013,9,2,2,202,77.3,2,C11,NA,NA,NA,1057,Autumn
1010,12502,2014-06-23,2014,6,1,A,290,248.0,3,C11,NA,NA,NA,NA,Spring
1011,2562,2014-06-23,2014,6,1,A,282,232.0,3,C11,NA,NA,NA,NA,Spring
1012,14910,2014-06-23,2014,6,2,A,161,41.4,1,C13,NA,NA,NA,NA,Spring
1013,11773,2014-06-23,2014,6,1,1,266,179.2,3,C11,NA,NA,NA,NA,Spring
1014,12522,2014-06-23,2014,6,1,1,278,216.2,3,C11,NA,NA,NA,NA,Spring
1015,14977,2014-06-23,2014,6,1,1,155,37.3,1,C13,NA,NA,NA,NA,Spring
1016,16455,2014-06-23,2014,6,1,1,172,65.3,2,C12,NA,NA,NA,deformed,Spring
1017,11760,2014-06-23,2014,6,1,1,295,249.4,3,C11,NA,NA,NA,NA,Spring
1018,14900,2014-06-23,2014,6,1,1,192,44.7,1,C13,NA,NA,NA,NA,Spring
1019,11748,2014-06-23,2014,6,1,1,296,278.1,3,C11,NA,NA,NA,NA,Spring
1020,14989,2014-06-23,2014,6,1,1,146,33.2,1,C13,NA,NA,NA,NA,Spring
1021,12508,2014-06-23,2014,6,1,B,280,213.2,3,C11,NA,NA,NA,NA,Spring
1022,14933,2014-06-23,2014,6,1,B,146,30.4,1,C13,NA,1,NA,NA,Spring
1023,11722,2014-06-23,2014,6,1,B,271,190.4,3,C11,NA,NA,NA,NA,Spring
1024,2519,2014-06-23,2014,6,1,B,272,196.3,3,C11,NA,NA,NA,NA,Spring
1025,14987,2014-06-23,2014,6,1,B,152,37.1,1,C13,NA,1,NA,NA,Spring
1026,11797,2014-06-23,2014,6,1,B,236,166.3,3,C11,NA,NA,NA,NA,Spring
1027,14902,2014-06-23,2014,6,1,B,144,30.4,1,C13,NA,1,NA,NA,Spring
1028,11774,2014-06-23,2014,6,1,B,240,152.1,3,C11,NA,NA,NA,NA,Spring
1029,14955,2014-06-23,2014,6,1,B,165,47.5,1,C13,NA,NA,NA,NA,Spring
1030,14819,2014-06-23,2014,6,1,C,141,26.9,1,C13,NA,1,NA,NA,Spring
1031,11715,2014-06-23,2014,6,1,C,274,206.8,3,C11,NA,NA,NA,NA,Spring
1032,14901,2014-06-23,2014,6,1,C,146,32.9,1,C13,NA,NA,NA,NA,Spring
1033,11733,2014-06-23,2014,6,1,C,266,187.7,3,C11,NA,NA,NA,NA,Spring
1034,15490,2014-06-23,2014,6,1,C,152,34.7,1,C13,NA,NA,NA,NA,Spring
1035,11770,2014-06-23,2014,6,1,C,262,159.3,3,C11,NA,NA,NA,NA,Spring
1036,15058,2014-06-23,2014,6,1,C,164,43.8,1,C13,NA,1,NA,NA,Spring
1037,12518,2014-06-23,2014,6,1,C,300,264.8,3,C11,NA,NA,NA,NA,Spring
1038,15046,2014-06-23,2014,6,1,C,158,37.9,1,C13,NA,1,NA,NA,Spring
1039,11731,2014-06-23,2014,6,1,C,233,124.4,3,C11,NA,NA,NA,NA,Spring
1040,15030,2014-06-23,2014,6,1,C,152,36.4,1,C13,NA,NA,NA,NA,Spring
1041,2640,2014-06-23,2014,6,1,C,237,133.9,3,C11,NA,NA,NA,NA,Spring
1042,15076,2014-06-23,2014,6,1,C,151,32.7,1,C13,NA,NA,NA,NA,Spring
1043,15045,2014-06-23,2014,6,2,C,144,30.8,1,C13,NA,1,NA,NA,Spring
1044,11710,2014-06-23,2014,6,1,D,268,195.8,3,C11,NA,NA,NA,NA,Spring
1045,11755,2014-06-23,2014,6,1,D,244,145.1,3,C11,NA,NA,NA,NA,Spring
1046,15075,2014-06-23,2014,6,1,D,140,26.9,1,C13,NA,NA,NA,NA,Spring
1047,11780,2014-06-23,2014,6,1,D,248,153.8,3,C11,NA,NA,NA,NA,Spring
1048,11741,2014-06-23,2014,6,1,D,259,177.2,3,C11,NA,NA,NA,NA,Spring
1049,15048,2014-06-23,2014,6,1,D,166,47.1,1,C13,NA,NA,NA,NA,Spring
1050,11735,2014-06-23,2014,6,1,D,256,167.4,3,C11,NA,NA,NA,NA,Spring
1051,2568,2014-06-23,2014,6,1,D,248,143.7,3,C11,NA,NA,NA,NA,Spring
1052,15016,2014-06-23,2014,6,1,D,176,58.7,1,C13,NA,NA,NA,NA,Spring
1053,2571,2014-06-23,2014,6,1,D,241,136.9,3,C11,NA,NA,NA,NA,Spring
1054,16466,2014-06-23,2014,6,1,D,259,172.1,3,C11,NA,NA,NA,NA,Spring
1055,11737,2014-06-23,2014,6,1,D,228,112.8,3,C11,NA,NA,NA,NA,Spring
1056,2666,2014-06-23,2014,6,1,D,226,111.3,3,C11,NA,NA,NA,NA,Spring
1057,11727,2014-06-23,2014,6,1,D,231,117.2,3,C11,NA,NA,NA,NA,Spring
1058,12505,2014-06-23,2014,6,2,D,292,243.1,3,C11,NA,NA,NA,NA,Spring
1059,15079,2014-06-23,2014,6,1,E,164,44.3,1,C13,NA,1,NA,NA,Spring
1060,2859,2014-06-23,2014,6,1,E,250,139.4,3,C11,NA,NA,NA,NA,Spring
1061,2819,2014-06-23,2014,6,1,E,275,205.6,3,C11,NA,NA,NA,NA,Spring
1062,11422,2014-06-23,2014,6,1,E,234,121.3,3,C11,NA,NA,NA,NA,Spring
1063,11416,2014-06-23,2014,6,1,E,269,185.4,3,C11,NA,NA,NA,NA,Spring
1064,15078,2014-06-23,2014,6,1,E,305,269.6,4,C10,NA,1,1,NA,Spring
1065,16401,2014-06-23,2014,6,1,E,231,113.8,3,C11,NA,NA,NA,NA,Spring
1066,11426,2014-06-23,2014,6,1,E,260,170.4,3,C11,NA,NA,NA,NA,Spring
1067,11743,2014-06-23,2014,6,1,E,262,161.6,3,C11,NA,NA,NA,NA,Spring
1068,2560,2014-06-23,2014,6,1,E,275,186.2,3,C11,NA,NA,NA,NA,Spring
1069,11772,2014-06-23,2014,6,1,E,268,179.1,3,C11,NA,NA,NA,NA,Spring
1070,11427,2014-06-23,2014,6,2,E,248,154.0,3,C11,NA,NA,NA,NA,Spring
1071,11702,2014-06-23,2014,6,1,2,270,177.4,3,C11,NA,NA,NA,NA,Spring
1072,2869,2014-06-23,2014,6,1,2,220,92.9,3,C11,NA,NA,NA,NA,Spring
1073,11701,2014-06-23,2014,6,1,2,240,128.3,3,C11,NA,NA,NA,NA,Spring
1074,2866,2014-06-23,2014,6,1,2,332,365.7,3,C11,NA,NA,NA,NA,Spring
1075,11769,2014-06-23,2014,6,1,2,301,255.7,3,C11,NA,NA,NA,NA,Spring
1076,17247,2014-06-23,2014,6,2,2,311,280.0,4,C10,NA,NA,NA,NA,Spring
1077,2852,2014-06-23,2014,6,2,2,290,225.2,3,C11,NA,NA,NA,NA,Spring
1078,2872,2014-06-23,2014,6,2,2,295,240.8,3,C11,NA,NA,NA,NA,Spring
1079,2828,2014-06-23,2014,6,2,2,271,203.9,3,C11,NA,NA,NA,NA,Spring
1080,2562,2014-09-04,2014,9,1,A,300,299.7,3,C11,NA,NA,NA,NA,Autumn
1081,NA,2014-09-04,2014,9,1,1,91,7.0,0,C14,NA,NA,NA,G2146,Autumn
1082,16455,2014-09-04,2014,9,1,1,200,100.8,2,C12,NA,NA,NA,deformed,Autumn
1083,14977,2014-09-04,2014,9,1,1,182,55.0,1,C13,NA,NA,NA,NA,Autumn
1084,11760,2014-09-04,2014,9,1,1,311,300.5,3,C11,NA,NA,NA,NA,Autumn
1085,15978,2014-09-04,2014,9,1,1,177,59.9,1,C13,NA,NA,NA,NA,Autumn
1086,15996,2014-09-04,2014,9,1,1,173,52.8,1,C13,NA,NA,NA,NA,Autumn
1087,15984,2014-09-04,2014,9,1,1,188,73.5,1,C13,NA,NA,NA,NA,Autumn
1088,11787,2014-09-04,2014,9,1,1,245,147.3,3,C11,NA,NA,NA,NA,Autumn
1089,11723,2014-09-04,2014,9,2,1,295,259.5,3,C11,NA,NA,NA,NA,Autumn
1090,14900,2014-09-04,2014,9,2,1,185,61.1,1,C13,NA,NA,NA,NA,Autumn
1091,12522,2014-09-04,2014,9,2,1,289,247.9,3,C11,NA,NA,NA,NA,Autumn
1092,NA,2014-09-04,2014,9,1,B,91,7.0,0,C14,NA,NA,NA,G1776,Autumn
1093,NA,2014-09-04,2014,9,1,B,95,8.3,0,C14,NA,NA,NA,G1881,Autumn
1094,14989,2014-09-04,2014,9,1,B,175,55.0,1,C13,NA,NA,NA,NA,Autumn
1095,14910,2014-09-04,2014,9,1,B,180,54.8,1,C13,NA,NA,NA,NA,Autumn
1096,14987,2014-09-04,2014,9,1,B,165,44.7,1,C13,NA,NA,NA,NA,Autumn
1097,NA,2014-09-04,2014,9,1,B,99,9.8,0,C14,NA,NA,NA,G2198,Autumn
1098,NA,2014-09-04,2014,9,1,B,91,7.4,0,C14,NA,NA,NA,G2068,Autumn
1099,11774,2014-09-04,2014,9,1,B,250,169.3,3,C11,NA,NA,NA,NA,Autumn
1100,15949,2014-09-04,2014,9,1,B,181,59.3,1,C13,NA,NA,NA,NA,Autumn
1101,11733,2014-09-04,2014,9,1,B,271,191.5,3,C11,NA,NA,NA,NA,Autumn
1102,12512,2014-09-04,2014,9,1,B,264,179.2,3,C11,NA,NA,NA,NA,Autumn
1103,14902,2014-09-04,2014,9,1,B,169,55.4,1,C13,NA,NA,NA,NA,Autumn
1104,12511,2014-09-04,2014,9,1,B,349,430.0,4,C10,NA,NA,NA,NA,Autumn
1105,12508,2014-09-04,2014,9,2,B,288,242.5,3,C11,NA,NA,NA,NA,Autumn
1106,15973,2014-09-04,2014,9,1,C,177,61.1,1,C13,NA,1,NA,NA,Autumn
1107,11731,2014-09-04,2014,9,1,C,247,156.9,3,C11,NA,NA,NA,NA,Autumn
1108,15951,2014-09-04,2014,9,1,C,181,65.1,1,C13,NA,NA,NA,NA,Autumn
1109,11791,2014-09-04,2014,9,1,C,236,132.7,3,C11,NA,NA,NA,NA,Autumn
1110,15968,2014-09-04,2014,9,1,C,158,41.2,1,C13,NA,NA,NA,NA,Autumn
1111,15076,2014-09-04,2014,9,1,C,176,52.4,1,C13,NA,NA,NA,NA,Autumn
1112,14901,2014-09-04,2014,9,1,C,171,48.2,1,C13,NA,NA,NA,NA,Autumn
1113,15991,2014-09-04,2014,9,1,C,195,77.9,1,C13,NA,NA,NA,NA,Autumn
1114,15058,2014-09-04,2014,9,1,C,192,72.5,1,C13,NA,NA,NA,NA,Autumn
1115,14819,2014-09-04,2014,9,1,C,167,44.5,1,C13,NA,NA,NA,NA,Autumn
1116,2552,2014-09-04,2014,9,1,C,238,137.3,3,C11,NA,NA,NA,NA,Autumn
1117,14933,2014-09-04,2014,9,1,C,159,36.9,1,C13,NA,NA,NA,NA,Autumn
1118,15045,2014-09-04,2014,9,1,C,164,45.1,1,C13,NA,NA,NA,NA,Autumn
1119,15030,2014-09-04,2014,9,1,C,181,57.4,1,C13,NA,NA,NA,NA,Autumn
1120,NA,2014-09-04,2014,9,1,C,89,7.0,0,C14,NA,NA,NA,G2107,Autumn
1121,NA,2014-09-04,2014,9,1,C,86,5.9,0,C14,NA,NA,NA,G3076,Autumn
1122,NA,2014-09-04,2014,9,1,C,83,5.4,0,C14,NA,NA,NA,G3075,Autumn
1123,12518,2014-09-04,2014,9,2,C,307,288.7,3,C11,NA,NA,NA,NA,Autumn
1124,15980,2014-09-04,2014,9,1,D,172,50.0,1,C13,NA,NA,NA,NA,Autumn
1125,11780,2014-09-04,2014,9,1,D,264,190.2,3,C11,NA,NA,NA,NA,Autumn
1126,2571,2014-09-04,2014,9,1,D,249,146.4,3,C11,NA,NA,NA,NA,Autumn
1127,11797,2014-09-04,2014,9,1,D,246,137.0,3,C11,NA,NA,NA,NA,Autumn
1128,11715,2014-09-04,2014,9,1,D,286,240.8,3,C11,NA,NA,NA,NA,Autumn
1129,11727,2014-09-04,2014,9,1,D,246,148.8,3,C11,NA,NA,NA,NA,Autumn
1130,11773,2014-09-04,2014,9,1,D,284,206.8,3,C11,NA,NA,NA,NA,Autumn
1131,15075,2014-09-04,2014,9,1,D,165,42.8,1,C13,NA,NA,NA,NA,Autumn
1132,11770,2014-09-04,2014,9,1,D,273,197.6,3,C11,NA,NA,NA,NA,Autumn
1133,11735,2014-09-04,2014,9,1,D,262,179.4,3,C11,NA,NA,NA,NA,Autumn
1134,11717,2014-09-04,2014,9,1,D,242,146.9,3,C11,NA,NA,NA,NA,Autumn
1135,11737,2014-09-04,2014,9,1,D,234,129.9,3,C11,NA,NA,NA,NA,Autumn
1136,11755,2014-09-04,2014,9,1,D,250,151.7,3,C11,NA,NA,NA,NA,Autumn
1137,NA,2014-09-04,2014,9,1,D,91,7.6,0,C14,NA,NA,NA,G3074,Autumn
